Date,True Price,Predicted Price
2025-05-03,1833.8397216796877,1812.8546
2025-05-04,1808.5942382812502,1825.9982
2025-05-05,1819.697509765625,1835.7035
2025-05-06,1815.0875244140625,1843.0287
2025-05-07,1811.6066894531248,1848.019
2025-05-08,2206.5146484375,1850.9374
2025-05-09,2345.50732421875,1873.3268
2025-05-10,2582.422607421875,1916.6447
2025-05-11,2510.23779296875,1987.1302
2025-05-12,2496.397705078125,2070.4678
2025-05-13,2680.129638671875,2158.3958
2025-05-14,2610.063232421875,2255.5352
2025-05-15,2546.85693359375,2349.376
2025-05-16,2536.297607421875,2431.6401
2025-05-17,2475.75439453125,2499.8406
2025-05-18,2498.233642578125,2549.7769
2025-05-19,2529.166748046875,2584.9565
2025-05-20,2524.173095703125,2609.2212
2025-05-21,2552.34716796875,2623.9385
2025-05-22,2664.156982421875,2632.9604
2025-05-23,2526.44189453125,2644.539
2025-05-24,2530.646240234375,2648.5066
2025-05-25,2551.763916015625,2647.823
2025-05-26,2564.138427734375,2645.1125
2025-05-27,2663.06982421875,2641.8425
2025-05-28,2682.212890625,2644.6367
2025-05-29,2632.65478515625,2652.601
2025-05-30,2529.943603515625,2660.812
2025-05-31,2529.08740234375,2662.4475
2025-06-01,2536.266357421875,2659.4468
2025-06-02,2607.097412109375,2653.5132
2025-06-03,2593.2802734375,2650.1753
2025-06-04,2608.64306640625,2647.799
2025-06-05,2416.28564453125,2647.4116
2025-06-06,2477.19482421875,2636.3608
2025-06-07,2526.50537109375,2622.8242
2025-06-08,2510.787109375,2610.9019
2025-06-09,2681.51708984375,2599.7222
2025-06-10,2813.517578125,2600.5896
2025-06-11,2773.529296875,2617.9094
2025-06-12,2651.795166015625,2643.4631
2025-06-13,2579.486083984375,2666.1057
2025-06-14,2533.444091796875,2680.9985
2025-06-15,2546.837158203125,2686.3828
2025-06-16,2540.60498046875,2685.3025
2025-06-17,2510.761474609375,2679.0159
2025-06-18,2524.301513671875,2667.5093
2025-06-19,2521.653564453125,2653.9683
2025-06-20,2407.30419921875,2639.6143
2025-06-21,2300.49560546875,2618.4922
2025-06-22,2228.213134765625,2587.632
2025-06-23,2421.824951171875,2547.4795
2025-06-24,2448.0087890625,2515.0405
2025-06-25,2419.310302734375,2490.968
2025-06-26,2416.146728515625,2472.8557
2025-06-27,2423.866943359375,2460.1982
2025-06-28,2437.109375,2452.7021
2025-06-29,2500.9599609375,2450.1028
2025-06-30,2486.46435546875,2454.9893
2025-07-01,2405.792724609375,2463.894
2025-07-02,2571.33544921875,2470.3027
2025-07-03,2591.00732421875,2484.8145
2025-07-04,2508.518310546875,2504.9224
2025-07-05,2517.280029296875,2522.9
2025-07-06,2571.236572265625,2539.0837
2025-07-07,2543.01318359375,2556.1738
2025-07-08,2615.505859375,2570.9165
2025-07-09,2770.777587890625,2587.7454
2025-07-10,2954.84521484375,2614.598
2025-07-11,2957.88623046875,2658.449
2025-07-12,2942.91162109375,2711.9744
2025-07-13,2973.35888671875,2768.6619
2025-07-14,3013.350830078125,2826.215
2025-07-15,3139.8896484375005,2883.1848
2025-07-16,3371.5068359374995,2944.2588
2025-07-18,3607.1625976562495,3019.341
